problem_id,title,tags,is_solvable,accepted_user_count,level,average_tries
1987,알파벳,"backtracking,dfs,graphs,graph_traversal",TRUE,15588,12,3
1988,낮잠 시간,dp,TRUE,81,12,2
1989,부분배열 고르기 2,"data_structures,divide_and_conquer,prefix_sum,segtree,stack",TRUE,228,16,2
1990,소수인팰린드롬,"math,number_theory,primality_test,sieve",TRUE,810,11,4
1991,트리 순회,"recursion,trees",TRUE,18418,10,1
1992,쿼드트리,"divide_and_conquer,recursion",TRUE,15997,10,1
1993,경주,"dp,mitm",TRUE,9,21,1
1994,등차수열,"binary_search,data_structures,dp,sorting",TRUE,336,15,3
1995,폐쇄회로,,TRUE,5,0,2
1996,지뢰 찾기,implementation,TRUE,702,6,1
1997,박스포장,"implementation,simulation",TRUE,23,10,1
1998,이미지 압축,"bruteforcing,data_structures,divide_and_conquer,hash_set,trees",TRUE,32,15,5
1999,최대최소,"data_structures,segtree",TRUE,101,15,2
2000,책장제작,,TRUE,13,0,3
2001,보석 줍기,"bfs,bitmask,graphs,graph_traversal",TRUE,293,15,4
2002,추월,"data_structures,hash_set,implementation,string",TRUE,1490,10,2
2003,수들의 합 2,two_pointer,TRUE,11853,7,2
2004,조합 0의 개수,"math,number_theory",TRUE,9245,9,3
2005,사발,"bruteforcing,case_work,combinatorics,dp,geometry,line_intersection,math",TRUE,8,18,3
2006,Chemistry 101,"parsing,string",TRUE,13,12,1
2007,수들의 합 3,"ad_hoc,math,sorting",TRUE,35,17,6
2008,사다리 게임,"dp,graphs",TRUE,158,16,3
2010,플러그,"arithmetic,implementation,math",TRUE,8064,3,1
2011,암호코드,dp,TRUE,5722,11,5
2012,등수 매기기,"greedy,sorting",TRUE,2470,8,2
2013,선그리기,"data_structures,disjoint_set,geometry,line_intersection",TRUE,30,13,11
2014,소수의 곱,"data_structures,math,number_theory,priority_queue",TRUE,2179,15,4
2015,수들의 합 4,"data_structures,hash_set,prefix_sum,tree_set",TRUE,855,12,2
2016,미팅 주선하기,"bruteforcing,implementation,simulation",TRUE,47,10,3
2017,울타리,"geometry,implementation,sweeping",TRUE,7,21,4
2018,수들의 합 5,"math,two_pointer",TRUE,1909,6,2
2019,다각형개수,"bfs,data_structures,dfs,geometry,graphs,graph_traversal,hash_set,line_intersection,tree_set",TRUE,17,12,2
2020,부분 염기서열,"hashing,string",TRUE,37,16,4
2021,최소 환승 경로,"bfs,graphs,graph_traversal",TRUE,263,14,4
2022,사다리,"binary_search,geometry,math,pythagoras",TRUE,1124,11,1
2023,신기한 소수,"backtracking,math,number_theory,primality_test",TRUE,3408,11,2
2024,선분 덮기,"greedy,sorting,sweeping",TRUE,120,13,4
2025,나이트투어,"case_work,constructive,greedy,heuristics",TRUE,5,28,76
2026,소풍,"backtracking,graphs",TRUE,467,13,4
2027,가장 큰 L,"data_structures,greedy,stack",TRUE,7,18,2
2028,자기복제수,math,TRUE,862,4,1
2029,성냥,implementation,TRUE,59,7,1
2030,Burger King,"data_structures,implementation,queue,simulation",TRUE,1,16,2
2031,이 쿠키 달지 않아!,"binary_search,dp",TRUE,44,14,3
2032,피라미드,"data_structures,prefix_sum",TRUE,11,17,1
2033,반올림,"implementation,math",TRUE,1505,5,2
2034,반음,implementation,TRUE,89,6,2
2035,증가수열,"bruteforcing,implementation",TRUE,13,13,1
2036,수열의 점수,"greedy,sorting",TRUE,357,11,4
2037,문자메시지,"implementation,string",TRUE,546,5,2
2038,골롱 수열,"dp,math",TRUE,339,14,2
2039,뱀 찾기,,TRUE,5,0,4
2040,수 게임,"dp,prefix_sum",TRUE,15,10,2
2041,숫자채우기,"ad_hoc,constructive",TRUE,65,20,1
2042,구간 합 구하기,"segtree,data_structures",TRUE,7721,15,4
2043,수 묶기,,TRUE,9,0,3
2044,windows,"implementation,sorting",TRUE,96,12,3
2045,마방진,implementation,TRUE,109,12,3
2046,이어달리기,,FALSE,0,0,0
2047,미로,"bfs,graphs,graph_traversal",TRUE,14,13,3
2049,가장 먼 두 점,"convex_hull,geometry,rotating_calipers",TRUE,157,18,2
2050,타일 게임,,TRUE,1,0,1
2051,최소 버텍스 커버,"bipartite_matching,graphs",TRUE,135,19,2
2052,지수연산,"arbitrary_precision,math",TRUE,646,4,2
2053,반직선,,TRUE,6,0,5
2054,계산 문제,"bruteforcing,data_structures,implementation,recursion,stack,string",TRUE,24,15,2
2055,삼각형 찾기,math,TRUE,27,15,4
2056,작업,"dp,graphs,topological_sorting",TRUE,3562,11,2
2057,팩토리얼 분해,"greedy,math",TRUE,390,6,3
2058,원자의 에너지,"dp,dp_tree,trees",TRUE,25,13,3
2059,작업 순서,,TRUE,2,0,5
2060,염소 줄서기,"combinatorics,dp,math,parametric_search",TRUE,16,22,3
2061,좋은 암호,"arbitrary_precision,bruteforcing,math",TRUE,789,3,2
2062,곱하기 게임,"data_structures,game_theory,priority_queue",TRUE,6,13,4
2063,철사 연결,"greedy,sorting",TRUE,24,9,4
2064,IP 주소,"bitmask,implementation",TRUE,294,13,2
2065,나룻배,"data_structures,implementation,queue,simulation",TRUE,114,13,5
2066,카드놀이,dp,TRUE,144,15,2
2067,엘리베이터,,TRUE,8,0,5
2068,자전거 경주,,TRUE,2,0,1
2069,보이는 산맥,"sorting,sweeping",TRUE,37,14,2
2070,목걸이 수열,"greedy,string",TRUE,23,14,2
2071,바둑,"backtracking,graphs,graph_traversal,implementation",TRUE,4,21,40
2072,오목,"implementation,simulation",TRUE,356,9,3
2073,수도배관공사,"dp,knapsack",TRUE,236,12,2
2074,거듭제곱 계산하기,"bfs,graphs,graph_traversal,precomputation",TRUE,45,14,2
2075,N번째 큰 수,"data_structures,priority_queue,sorting",TRUE,4801,9,2
2076,2차원 벡터,"geometry,sorting,sweeping,two_pointer",TRUE,39,19,5
2078,무한이진트리,"math,trees",TRUE,428,8,2
2079,팰린드롬,dp,TRUE,387,14,2
2080,겹치는 선분,,TRUE,14,19,3
2081,저울추,"bellman_ford,floyd_warshall,graphs",TRUE,6,19,1
2082,시계,"bruteforcing,implementation,simulation",TRUE,151,7,1
2083,럭비 클럽,implementation,TRUE,1520,2,1
2084,차수열,"data_structures,graphs,greedy,priority_queue",TRUE,15,11,1
2085,진법,,TRUE,5,0,5
2086,피보나치 수의 합,"exponentiation_by_squaring,math",TRUE,699,15,2
2087,암호문,"bitmask,mitm",TRUE,75,15,3
2088,트리의 개수,dp,TRUE,28,14,2
2089,-2진수,"math,number_theory",TRUE,3262,8,2
2090,조화평균,"euclidean,implementation,math,number_theory",TRUE,242,7,3
2091,동전,"bruteforcing,dp,greedy",TRUE,243,13,4
2092,집합의 개수,dp,TRUE,249,14,2
2093,괄호 제거,"implementation,parsing,string",TRUE,8,13,4
2094,강수량,"case_work,coordinate_compression,data_structures,offline_queries,segtree,sparse_table,tree_set",TRUE,193,18,5
2095,티켓,greedy,TRUE,13,18,6
2096,내려가기,"dp,sliding_window",TRUE,8108,11,2
2097,조약돌,math,TRUE,293,6,2
2098,외판원 순회,"bitmask,dp,dp_bitfield,tsp",TRUE,5451,15,3
2099,The game of death,"exponentiation_by_squaring,graphs,linear_algebra,math",TRUE,259,15,2
2100,감시 로봇,,TRUE,7,0,5
2101,이미지의 에너지,,TRUE,4,0,6
2102,보석 줍기,"binary_search,prefix_sum",TRUE,65,17,4
2103,직교다각형 복원,"geometry,sorting",TRUE,171,8,2
2104,부분배열 고르기,"data_structures,divide_and_conquer,segtree,stack",TRUE,1419,16,3
2105,꼬리달린 박성원숭이,"data_structures,disjoint_set,graphs,offline_queries,smaller_to_larger",TRUE,24,17,3
2106,흑염소 감금하기,,TRUE,7,0,1
2107,포함하는 구간,"bruteforcing,sorting",TRUE,85,12,2
2108,통계학,"implementation,math,sorting",TRUE,18696,8,3
2109,순회강연,"data_structures,greedy,priority_queue,sorting",TRUE,2217,13,2
2110,공유기 설치,"binary_search,parametric_search",TRUE,11550,12,2
2111,선인장,"arbitrary_precision,biconnected_component,cactus,graphs",TRUE,34,19,4
2112,두 부분 문자열,dp,TRUE,26,16,2
2113,행렬과 피보나치 수,"berlekamp_massey,kitamasa,linear_algebra,math",TRUE,4,24,2
2114,동물원 우리,,TRUE,1,0,2
2115,갤러리,"implementation,string",TRUE,146,11,1
2116,주사위 쌓기,"bruteforcing,implementation",TRUE,1840,12,1
2117,원형 댄스,"combinatorics,math",TRUE,40,8,1
2118,두 개의 탑,"prefix_sum,two_pointer",TRUE,362,11,2
2119,프로그래밍 언어 L,"data_structures,dp,graphs,implementation,lazyprop,recursion,segtree,simulation,topological_sorting",TRUE,3,19,1
2120,셋이 놀기,,TRUE,5,0,4
2121,넷이 놀기,"binary_search,data_structures,geometry,hash_set",TRUE,170,8,2
2122,여섯이서 놀기,"ad_hoc,combinatorics,inclusion_and_exclusion,math",TRUE,14,19,2
2123,인간 탑 쌓기,"greedy,sorting",TRUE,41,16,2
2124,블록 쌓기,"dp,prefix_sum",TRUE,6,17,3
2125,좀,"dijkstra,geometry,graphs,line_intersection,point_in_convex_polygon",TRUE,35,23,3
2126,지진,"binary_search,graphs,mst,parametric_search",TRUE,90,18,2
2127,Limit Checking,,TRUE,2,0,1
2128,마지막 조별 시합,"bitmask,bruteforcing",TRUE,44,12,2
2129,드라이브 파이널,"bellman_ford,floyd_warshall,graphs",TRUE,4,14,3
2130,수조,"binary_search,sweeping",TRUE,96,16,5
2131,로봇 명령,"dp,implementation,simulation",TRUE,5,14,2
2132,나무 위의 벌레,"bfs,dfs,graphs,graph_traversal,trees",TRUE,154,14,5
2133,타일 채우기,dp,TRUE,11432,12,2
2134,창고 이전,greedy,TRUE,10,7,3
2135,문자열 압축하기,"dp,string",TRUE,86,16,2
2136,개미,"ad_hoc,sorting",TRUE,331,14,3
2137,가장 가까운 분수,"bruteforcing,math",TRUE,104,12,2
2138,전구와 스위치,greedy,TRUE,1812,11,2
2139,나는 너가 살아온 날을 알고 있다,"arithmetic,implementation,math",TRUE,371,4,1
2140,지뢰찾기,"greedy,implementation",TRUE,446,12,2
2141,우체국,"greedy,sorting",TRUE,844,12,3
2142,정돈된 배열,"ad_hoc,bruteforcing,math",TRUE,69,14,2
2143,두 배열의 합,"binary_search,prefix_sum",TRUE,3992,13,3
2144,울타리 넘기,"dp,geometry,math",TRUE,4,15,2
2145,숫자 놀이,"arithmetic,implementation,math",TRUE,972,4,1
2146,다리 만들기,"bfs,graphs,graph_traversal",TRUE,7130,13,3
2147,자리 배치하기,,TRUE,6,0,1
2148,Super 12,"implementation,sorting",TRUE,4,9,1
2149,암호 해독,"implementation,sorting,string",TRUE,169,8,1
2150,Strongly Connected Component,"graphs,scc",TRUE,3015,16,2
2151,거울 설치,"bfs,dijkstra,graphs,graph_traversal",TRUE,1208,13,4
2152,여행 계획 세우기,"dp,graphs,scc,topological_sorting",TRUE,537,18,5
2153,소수 단어,"math,number_theory,primality_test,string",TRUE,1830,4,2
2154,수 이어 쓰기 3,"bruteforcing,implementation,string",TRUE,590,4,1
2155,삼각형의 최단 경로,"implementation,math",TRUE,59,11,2
2156,포도주 시식,dp,TRUE,25965,10,3
2157,여행,dp,TRUE,896,12,4
2158,산악자전거,"dijkstra,graphs",TRUE,32,12,3
2159,케익 배달,"dp,graphs",TRUE,531,14,3
2160,그림 비교,"bruteforcing,implementation",TRUE,1053,5,2
2161,카드1,"data_structures,implementation,queue",TRUE,5584,6,1
2162,선분 그룹,"data_structures,disjoint_set,geometry,line_intersection",TRUE,1985,15,3
2163,초콜릿 자르기,"arithmetic,math",TRUE,17706,5,1
2164,카드2,"data_structures,queue",TRUE,25304,7,1
2166,다각형의 면적,"geometry,polygon_area",TRUE,4651,11,3
2167,2차원 배열의 합,"implementation,prefix_sum",TRUE,10023,5,1
2168,타일 위의 대각선,"euclidean,math,number_theory",TRUE,688,10,1
2169,로봇 조종하기,dp,TRUE,2882,14,2
2170,선 긋기,"sorting,sweeping",TRUE,3142,11,2
2171,직사각형의 개수,"bruteforcing,coordinate_compression,data_structures",TRUE,126,12,2
2172,팰린드롬 경로,dp,TRUE,347,17,2
2173,양파깡 만들기,implementation,TRUE,34,13,2
2174,로봇 시뮬레이션,"implementation,simulation",TRUE,2072,11,4
2175,땅 자르기,"bruteforcing,geometry,polygon_area",TRUE,20,10,1
2176,합리적인 이동경로,"dijkstra,dp,dp_tree,graphs,trees",TRUE,277,15,3
2177,급료 계산,,TRUE,5,0,4
2178,미로 탐색,"bfs,graphs,graph_traversal",TRUE,37056,10,2
2179,비슷한 단어,"data_structures,hash_set,sorting,string,tree_set",TRUE,109,11,4
2180,소방서의 고민,"greedy,sorting",TRUE,197,16,4
2181,Walking the dog,,TRUE,0,0,0
2183,테니스 시합,"ad_hoc,implementation,string",TRUE,121,5,2
2184,김치 배달,dp,TRUE,206,18,3
2185,직사각형의 합집합,"data_structures,segtree,sweeping",TRUE,123,19,4
2186,문자판,"dfs,dp,graphs,graph_traversal",TRUE,1081,13,4
2187,점 고르기,bruteforcing,TRUE,62,11,1
2188,축사 배정,bipartite_matching,TRUE,3063,17,2
2189,Magickology,implementation,TRUE,15,9,1
2190,점 고르기 2,bruteforcing,TRUE,29,12,1
2191,들쥐의 탈출,"bipartite_matching,geometry",TRUE,403,17,3
2192,두 수열,dp,TRUE,46,18,3
2193,이친수,dp,TRUE,23917,8,2
2194,유닛 이동시키기,"bfs,graphs,graph_traversal",TRUE,492,11,3
2195,문자열 복사,"greedy,string",TRUE,171,11,1
2196,이진수 XOR,"bfs,bitmask,dp,dp_bitfield,graphs,graph_traversal",TRUE,47,18,6
2197,분해 반응,"dp,dp_tree,trees",TRUE,118,19,2
2198,버스와 손님,,TRUE,8,0,4
2199,DNA 해독 2,,FALSE,0,0,0
2200,계산기,"implementation,math",TRUE,118,8,2
2201,이친수 찾기,"dp,math",TRUE,446,14,2
2202,Custom table sorter,"implementation,parsing,sorting,string",TRUE,5,10,1
2203,선거구 나누기,,TRUE,2,0,3
2204,도비의 난독증 테스트,"sorting,string",TRUE,1070,5,1
2205,저울 추 만들기,"greedy,math",TRUE,78,10,2
2206,벽 부수고 이동하기,"bfs,graphs,graph_traversal",TRUE,14805,12,4
2207,가위바위보,"2_sat,graphs,scc",TRUE,484,17,1
2208,보석 줍기,"dp,prefix_sum",TRUE,391,14,3
2209,버스 터미널,,TRUE,26,19,3
2210,숫자판 점프,"bruteforcing,dfs,graphs,graph_traversal",TRUE,3810,9,1
2211,네트워크 복구,"dijkstra,graphs",TRUE,1823,14,2
2212,센서,"greedy,sorting",TRUE,3347,11,2
2213,트리의 독립집합,"dp,dp_tree,trees",TRUE,1746,15,2
2214,성냥개비와 정사각형,"parsing,string",TRUE,21,13,1
2215,원형 네트워크,"greedy,sweeping",TRUE,24,18,2
2216,문자열과 점수,dp,TRUE,399,13,2
2217,로프,"greedy,math,sorting",TRUE,15563,7,2
2218,상자 안의 구슬,dp,TRUE,26,13,1
2219,보안 시스템 설치,"floyd_warshall,graphs",TRUE,64,12,2
2220,힙 정렬,"data_structures,greedy",TRUE,412,17,1
2221,작업 공정,,TRUE,0,0,0
2222,아이스크림,"constructive,graphs",TRUE,13,16,2
2223,금화,"greedy,math",TRUE,23,8,3
2224,명제 증명,"floyd_warshall,graphs",TRUE,530,12,3
2225,합분해,"dp,math",TRUE,10844,11,2
2226,이진수,"arbitrary_precision,dp",TRUE,356,12,2
2227,Checking Causality,,TRUE,0,0,0
2228,구간 나누기,dp,TRUE,1440,12,3
2229,조 짜기,dp,TRUE,1271,11,1
2230,수 고르기,"sorting,two_pointer",TRUE,2368,11,3
2231,분해합,bruteforcing,TRUE,36243,4,2
2232,지뢰,"greedy,implementation",TRUE,180,9,2
2233,사과나무,"data_structures,graphs,lca,stack,trees",TRUE,339,14,3
2234,성곽,"bfs,bitmask,graphs,graph_traversal",TRUE,2728,13,2
2235,GPS Encoding,"dp,implementation,string",TRUE,13,7,1
2236,칩 만들기,"greedy,sorting",TRUE,29,8,2
2237,수열 축소,dp,TRUE,149,17,2
2238,경매,implementation,TRUE,251,6,2
2239,스도쿠,"backtracking,implementation",TRUE,4039,12,2
2240,자두나무,dp,TRUE,2769,11,2
2241,카멜롯,,TRUE,5,16,11
2242,삼각형 만들기,dp,TRUE,20,16,3
2243,사탕상자,"binary_search,segtree,data_structures",TRUE,2574,16,2
2244,민코프스키 합,"convex_hull,geometry",TRUE,98,17,2
2245,배열 정리하기,"bfs,graphs,graph_traversal",TRUE,16,15,2
2246,콘도 선정,bruteforcing,TRUE,646,6,2
2247,실질적 약수,"math,number_theory",TRUE,209,11,2
2248,이진수 찾기,dp,TRUE,681,13,3
2249,Olympic Ranking,,TRUE,0,0,0
2250,트리의 높이와 너비,"dfs,graphs,graph_traversal,trees",TRUE,3283,14,3
2251,물통,"bfs,dfs,graphs,graph_traversal",TRUE,4295,11,1
2252,줄 세우기,"graphs,topological_sorting",TRUE,12419,13,1
2253,점프,dp,TRUE,336,12,3
2254,감옥 건설,"convex_hull,geometry,point_in_convex_polygon",TRUE,398,17,3
2255,트리 만들기,"data_structures,graphs,greedy,mst,priority_queue",TRUE,19,19,3
2256,젓가락,"dp,sorting",TRUE,69,18,5
2257,화학식량,"data_structures,stack,string",TRUE,655,9,2
2258,정육점,"greedy,sorting",TRUE,486,12,6
2259,두더지 잡기,"dp,sorting",TRUE,54,14,4
2260,핵폭탄,,TRUE,0,0,0
2261,가장 가까운 두 점,"divide_and_conquer,geometry,sweeping",TRUE,3110,19,6
2262,토너먼트 만들기,greedy,TRUE,708,12,1
2263,트리의 순회,"divide_and_conquer,recursion,trees",TRUE,5501,14,3
2264,대칭 그림,binary_search,TRUE,9,14,6
2265,거짓말쟁이,,TRUE,3,0,3
2266,금고 테스트,dp,TRUE,351,14,3
2267,Bus Timetable,,TRUE,0,0,0
2268,수들의 합 7,"segtree,data_structures",TRUE,1906,15,3
2269,Prevtree,,TRUE,2,0,1
2270,하노이 탑,"math,recursion",TRUE,106,14,2
2271,암호화 알고리즘의 약점,"data_structures,segtree,sparse_table",TRUE,37,17,6
2272,램프,"ad_hoc,math",TRUE,103,19,2
2273,줄 서기,"floyd_warshall,graphs",TRUE,47,13,4
2274,Conflicting Strings,string,TRUE,2,15,1
2275,트리의 높이 줄이기,"dp,dp_tree,greedy,trees",TRUE,54,15,2
2276,물 채우기,"data_structures,dijkstra,graphs,graph_traversal,priority_queue",TRUE,131,17,1
2277,금고 털기,,TRUE,1,0,5
2278,그래프 복원,"constructive,dijkstra,floyd_warshall,graphs",TRUE,12,15,7
2279,사각형과 도형,"geometry,prefix_sum",TRUE,5,18,1
2280,정사각형과 점,,TRUE,2,0,1
2281,데스노트,dp,TRUE,718,12,2
2282,산맥 그리기,"dp,geometry",TRUE,17,19,9
2283,구간 자르기,"prefix_sum,sweeping,two_pointer",TRUE,95,13,2
2284,레이스,"data_structures,dp,priority_queue,segtree,sorting",TRUE,10,17,5
2285,우체국,greedy,TRUE,299,12,3
2286,비선형 수열,,TRUE,2,0,1
2287,모노디지털 표현,"data_structures,dp,hash_set,tree_set",TRUE,227,14,3
2288,격자의 분리자,,TRUE,4,11,1
2290,LCD Test,"implementation,string",TRUE,1017,9,2
2291,Sequence,dp,TRUE,330,14,2
2292,벌집,math,TRUE,46959,4,2
2293,동전 1,dp,TRUE,15709,11,2
2294,동전 2,dp,TRUE,10868,11,3
2295,세 수의 합,"binary_search,data_structures,hash_set,mitm",TRUE,793,12,3
2296,건물짓기,"dp,sorting",TRUE,55,12,1
2297,직각 이등변 삼각형,,TRUE,3,0,1
2298,Here-There,"case_work,implementation",TRUE,3,14,7
2299,수식 계산,,TRUE,4,0,1
2300,기지국,"dp,sorting",TRUE,643,13,2
2301,마법 구슬,"constructive,divide_and_conquer,math",TRUE,61,20,2
2302,극장 좌석,dp,TRUE,3762,10,2
2303,숫자 게임,"bruteforcing,implementation",TRUE,1883,6,2
2304,창고 다각형,"bruteforcing,data_structures,stack",TRUE,3275,9,2
2305,자리 배치,dp,TRUE,264,15,2
2306,유전자,dp,TRUE,897,13,2
2307,도로검문,"dijkstra,graphs",TRUE,598,15,2
2309,일곱 난쟁이,"bruteforcing,sorting",TRUE,27971,5,2
2310,어드벤처 게임,"bfs,dfs,graphs,graph_traversal",TRUE,192,11,3
2311,왕복 여행,"flow,mcmf",TRUE,273,19,2
2312,수 복원하기,"math,number_theory,primality_test",TRUE,1927,8,1
2313,보석 구매하기,"dp,prefix_sum",TRUE,85,12,3
2314,이세계 게임,"bfs,bitmask,graphs,graph_traversal",TRUE,16,12,2
2315,가로등 끄기,"dp,prefix_sum",TRUE,591,18,2
2316,도시 왕복하기 2,"flow,graphs",TRUE,1019,18,3
2317,결혼식,"greedy,sorting",TRUE,26,11,3
2318,상사 찾기,"coordinate_compression,data_structures,dfs,graphs,graph_traversal,segtree,trees,tree_set",TRUE,4,17,2
2319,문자열 복원하기,dp,TRUE,11,16,3
2320,끝말잇기,"bitmask,dp,dp_bitfield",TRUE,248,15,2
2322,아령,"greedy,permutation_cycle_decomposition",TRUE,154,20,2
2323,강강술래,"ad_hoc,constructive,graphs",TRUE,10,21,2
2324,이진 행렬,"bfs,graphs,graph_traversal,heuristics",TRUE,14,20,3
2325,개코전쟁,"dijkstra,graphs",TRUE,235,16,2
2326,최소 편집 문제 2,"dp,string",TRUE,25,18,4
2327,말아톤,"dp,greedy,sorting",TRUE,29,12,2
2328,그래프의 해시,"arbitrary_precision,graphs,graph_traversal,math,number_theory,primality_test,sieve",TRUE,23,16,2
2329,장애물 설계,"arbitrary_precision,dp",TRUE,15,16,2
2330,미생물 연구실,"data_structures,greedy,segtree,tree_set",TRUE,35,18,3
2331,반복수열,"implementation,math",TRUE,4453,7,2
2332,전화번호,"backtracking,data_structures,dp,stack,string",TRUE,5,11,2
2333,생존과 탈출,,TRUE,3,12,2
2334,대칭 그림2,"bruteforcing,geometry,math",TRUE,5,19,21
2335,농부,dp,TRUE,13,13,3
2336,굉장한 학생,"data_structures,segtree",TRUE,1118,19,2
2337,트리 자르기,"dp,dp_tree,trees",TRUE,103,19,2
2338,긴자리 계산,"arbitrary_precision,arithmetic,math",TRUE,7985,1,1
2339,석판 자르기,divide_and_conquer,TRUE,433,15,2
2340,이진 수열 회전,,TRUE,7,0,3
2341,팩스 문제,dp,TRUE,45,12,4
2342,Dance Dance Revolution,dp,TRUE,2130,13,2
2343,기타 레슨,"binary_search,parametric_search",TRUE,3863,10,3
2344,거울,"bruteforcing,implementation,simulation",TRUE,234,11,1
2345,지뢰 제거,,TRUE,2,0,1
2346,풍선 터뜨리기,"data_structures,deque",TRUE,3705,8,2
2347,거울2,,TRUE,5,23,1
2349,무선 통신 기지국,"ad_hoc,bruteforcing,geometry,graphs,implementation,pythagoras",TRUE,11,8,1
2350,대운하,"data_structures,disjoint_set",TRUE,38,14,1
2351,미지의 다각형,"graphs,graph_traversal,greedy,math",TRUE,11,20,5
2352,반도체 설계,"binary_search,lis",TRUE,3496,14,2
2353,오타,"implementation,regex,string",TRUE,7,12,2
2354,비교교환,,TRUE,11,13,2
2355,시그마,"math,arithmetic",TRUE,3600,4,3
2357,최솟값과 최댓값,"segtree,data_structures",TRUE,6390,15,1
2358,평행선,"data_structures,hash_set,sorting",TRUE,535,7,3
2359,드라이브,"bfs,data_structures,dfs,disjoint_set,graphs,graph_traversal,parametric_search",TRUE,13,16,2
2360,Teleport,,TRUE,3,0,1
2361,정원,,TRUE,4,18,5
2362,탈출,"flow,mfmc",TRUE,17,19,3
2363,약수부분수열,,TRUE,5,0,2
2364,담장 너머로,"bfs,graphs,graph_traversal",TRUE,18,15,1
2365,숫자판 만들기,"binary_search,flow",TRUE,248,18,2
2366,이진트리 그리기,,TRUE,4,0,3
2367,파티,flow,TRUE,416,17,2
2369,행렬의 부분합,"bruteforcing,prefix_sum",TRUE,37,15,2
2370,시장 선거 포스터,"coordinate_compression,implementation",TRUE,218,12,3
2371,파일 구별하기,"bruteforcing,data_structures,hash_set",TRUE,25,9,1
2373,Fibonacci Game,"dp,game_theory,math",TRUE,228,20,1
2374,같은 수로 만들기,"data_structures,greedy,stack",TRUE,245,12,2
2375,농구 골대 세우기,"greedy,sorting",TRUE,40,14,1
2376,단말 정점들의 거리,"constructive,implementation,trees",TRUE,108,16,2
2378,불필요한 수,"combinatorics,math,number_theory,primality_test,sieve",TRUE,30,13,1
2379,트리 탐색하기,"data_structures,dfs,graphs,graph_traversal,stack,trees",TRUE,55,16,2
2381,최대 거리,"ad_hoc,math,sorting",TRUE,382,13,1
2382,키워드 매칭,,TRUE,7,0,9
2383,Ferries,,TRUE,0,0,0
2384,I’m a Frayed Knot,,TRUE,0,0,0
2385,Secret Sharing,"greedy,sorting,string",TRUE,102,18,5
2386,도비의 영어 공부,"bruteforcing,implementation,string",TRUE,1459,4,1
2388,블록 쌓기,greedy,TRUE,29,16,1
2389,세상의 중심에서...,"geometry,heuristics,min_enclosing_circle",TRUE,204,19,3
2391,Sascha,"implementation,string",TRUE,48,5,3
2392,다각형의 분할,"dp,math",TRUE,60,19,3
2394,드라이브 투어,,TRUE,15,0,3
2395,순열의 개수,dp,TRUE,6,13,7
2396,같은 길이 막대기 만들기,backtracking,TRUE,18,22,8
2397,보이는 정사각형,"coordinate_compression,geometry,sweeping",TRUE,19,19,3
2398,3인통화,"dijkstra,graphs",TRUE,190,15,2
2399,거리의 합,"implementation,math",TRUE,1536,4,2
2401,최대 문자열 붙여넣기,"dp,kmp,string",TRUE,224,19,7
2402,거짓말,,TRUE,8,0,2
2403,게시판 구멍 가리기,"greedy,parametric_search",TRUE,26,13,3
2404,단위 분수로 분할,"backtracking,bruteforcing,math",TRUE,20,10,2
2405,"세 수, 두 M","greedy,math",TRUE,267,12,3
2406,안정적인 네트워크,"graphs,mst",TRUE,353,13,2
2407,조합,"arbitrary_precision,combinatorics,math",TRUE,7695,7,2
2408,큰 수 계산,"arbitrary_precision,arithmetic,implementation,math",TRUE,230,4,2
2409,파이프 자르기,"dfs,graphs,graph_traversal,heuristics",TRUE,4,22,27
2410,2의 멱수의 합,dp,TRUE,1184,11,2
2411,아이템 먹기,dp,TRUE,263,12,2
2412,암벽 등반,"bfs,binary_search,graphs,graph_traversal",TRUE,404,13,3
2413,비슷한 순열,greedy,TRUE,150,14,2
2414,게시판 구멍 막기,bipartite_matching,TRUE,460,18,2
2415,직사각형,"geometry,sorting",TRUE,146,19,5
2416,문,"2_sat,graphs,scc",TRUE,44,18,4
2417,정수 제곱근,"binary_search,math",TRUE,1343,7,3
2418,단어 격자,"dp,string",TRUE,121,11,1
2419,사수아탕,dp,TRUE,398,20,3
2420,사파리월드,"implementation,arithmetic,math",TRUE,11957,1,2
2421,저금통,"dp,math,number_theory,primality_test,sieve",TRUE,155,11,2
2422,한윤정이 이탈리아에 가서 아이스크림을 사먹는데,bruteforcing,TRUE,2415,7,2
2423,전구를 켜라,"0_1_bfs,dijkstra,graphs,graph_traversal",TRUE,266,15,2
2424,부산의 해적,"bfs,graphs,graph_traversal,implementation,simulation",TRUE,156,17,4
2425,Lego,,TRUE,2,0,2
2426,세계적인 석유 재벌,"binary_search,data_structures,lazyprop,segtree",TRUE,33,20,3
2427,2012 지구 멸망,"bruteforcing,greedy,math",TRUE,17,21,2
2428,표절,"binary_search,sorting",TRUE,431,8,3
2429,길이,"ad_hoc,geometry,polygon_area",TRUE,19,19,2
2430,거울대칭트리 그래프,"ad_hoc,graphs,implementation,trees,tree_isomorphism",TRUE,19,25,7
2431,신호 장애,"binary_search,greedy,math",TRUE,35,20,3
2432,순위 정렬,"dp,sorting",TRUE,5,24,4
2433,The Sound of Silence,"data_structures,deque,sliding_window",TRUE,96,16,3
2434,점 연결하기,"case_work,exponentiation_by_squaring,math",TRUE,11,19,2
