problemId,titleKo,isSolvable,acceptedUserCount,level,averageTries,tags
6490,Making the Grade,True,1,0,1,
6491,Perfection,True,211,3,2,"bruteforcing,implementation,math,number_theory"
6492,Shipping Routes,True,2,9,1,"floyd_warshall,graphs,graph_traversal,implementation"
6493,Slurpys,True,52,12,1,"recursion,regex,string"
6494,Another lottery,True,19,6,1,"euclidean,greedy,math,number_theory"
6495,Ballot evaluation,True,28,6,2,"arbitrary_precision,data_structures,hash_set,implementation,parsing,string"
6496,Cyclic antimonotonic permutations,True,7,18,1,"constructive,math"
6497,전력난,True,2652,12,2,"graphs,mst"
6498,엘리어스 감마 코드,True,11,12,1,"dp,prefix_sum"
6499,Food portion size,True,4,9,1,"bruteforcing,greedy"
6500,랜덤 숫자 만들기,True,172,4,1,"implementation,math,simulation"
6501,Hotel booking,True,11,13,3,"dijkstra,graphs"
6502,동혁 피자,True,1190,4,1,"geometry,implementation,math,pythagoras"
6503,망가진 키보드,True,113,10,3,"string,two_pointer"
6504,킬로미터를 마일로,True,161,5,1,math
6505,문자열 디코딩,True,35,14,3,permutation_cycle_decomposition
6506,엘 도라도,True,46,11,1,dp
6507,Forest,True,1,0,2,
6508,A Game with Marbles,True,45,4,1,"implementation,math"
6509,Help Bob,True,3,13,1,
6510,Annoying painting tool,True,8,10,1,greedy
6511,Black and white painting,True,6,0,5,
6512,Cylinder,True,2,10,1,geometry
6513,Deli Deli,True,17,7,1,"case_work,data_structures,hash_set,implementation,string"
6514,Expressions,True,2,0,1,
6515,Frequent values,True,203,19,3,"data_structures,mo,offline_queries,segtree"
6516,Grocery store,True,8,8,1,"bruteforcing,math,precomputation"
6517,Halloween treats,True,4,0,3,
6518,오타 자동 수정,True,4,0,1,
6519,Basic wall maze,True,8,0,2,
6520,Construct the wall maze,True,0,0,0,
6521,Dihedral groups,True,2,13,1,math
6522,Economic phone calls,True,0,0,0,
6523,요세푸스 한 번 더!,True,42,15,1,"data_structures,graphs"
6524,Wine trading in Gergovia,True,3,0,1,
6525,동차 수열,True,14,12,2,ad_hoc
6526,Ambiguous permutations,True,13,6,1,"implementation,permutation_cycle_decomposition"
6527,빙고라니!,True,7,9,2,"euclidean,implementation,math,number_theory,parsing,string"
6528,106 miles to Chicago,True,17,12,1,"dijkstra,graphs"
6529,Decorate the wall,True,2,16,1,"coordinate_compression,sweeping"
6530,European railroad tracks,True,0,0,0,
6531,이런 문제는 유치원생도 해결할 수 있어,True,50,16,2,"dp,parsing,string"
6532,Game schedule required,True,0,0,0,
6533,Help the problem setter,True,1,0,1,
6534,All Discs Considered,True,4,14,2,"bfs,graphs,graph_traversal,topological_sorting"
6535,Boolean Logic,True,6,20,2,"implementation,parsing,string"
6536,Code,True,10,16,2,"backtracking,graphs"
6537,In Danger,True,13,8,1,math
6538,Run Length Encoding,True,20,6,4,"implementation,parsing,string"
6539,Fractran,True,0,0,0,
6540,Huffman's Greed,True,0,0,0,
6541,Binary Search Heap Construction,True,4,0,2,
6542,Assistance Required,True,7,9,1,"data_structures,implementation,linked_list,simulation"
6543,그래프의 싱크,True,457,17,1,"graphs,scc"
6544,Fixed Partition Contest Management,True,0,0,0,
6545,"Drink, on Ice",True,21,6,1,"case_work,math,physics"
6546,Edge,True,8,7,1,"implementation,simulation"
6547,Fold,True,0,0,0,
6548,Genetic Code,True,1,0,3,
6549,히스토그램에서 가장 큰 직사각형,True,6817,16,3,"data_structures,divide_and_conquer,segtree,stack"
6550,부분 문자열,True,735,6,2,"greedy,string"
6551,Balanced Food,True,0,0,0,
6552,California Jones and the Gate to Freedom,True,0,0,0,
6553,Diplomatic License,True,15,6,1,geometry
6554,Polygon Programming with Ease,True,5,9,1,geometry
6555,The Sierpinski Fractal,True,15,8,3,"divide_and_conquer,implementation,recursion"
6556,Paths on a Grid,True,16,7,3,"combinatorics,math"
6557,Hall of Fountains,True,0,0,0,
6558,Average is not Fast Enough!,True,8,8,2,"parsing,string"
6559,Bound Found,True,0,0,0,
6560,Code the Tree,True,4,0,1,
6561,Decode the Tree,True,1,0,5,
6562,Etaoin Shrdlu,True,5,7,1,"implementation,sorting,string"
6563,Fiber Network,True,2,0,1,
6564,Global Roaming,True,1,10,1,"geometry,math"
6565,"Hard to Believe, but True!",True,77,4,1,"implementation,parsing,string"
6566,애너그램 그룹,True,26,9,6,"data_structures,hash_set,implementation,sorting,string,tree_set"
6567,Let it Bead,True,54,16,1,"bruteforcing,burnside,combinatorics,math"
6568,귀도 반 로썸은 크리스마스날 심심하다고 파이썬을 만들었다,True,158,11,4,"implementation,simulation"
6569,몬드리안의 꿈,True,172,18,2,"bitmask,dp,dp_bitfield"
6570,Equidistance,True,0,0,0,
6571,피보나치 수의 개수,True,324,8,3,"dp,math"
6572,Phylogenetic Trees Inherited,True,0,0,0,
6573,Hike on a Graph,True,1,0,1,
6574,새로운 과일,True,30,14,2,"dp,string"
6575,Bee Maja,True,4,0,2,
6576,쿼드 트리,True,49,8,2,"divide_and_conquer,recursion,string"
6577,From Dusk till Dawn (or Vladimir the Vampire),True,7,13,2,"bfs,data_structures,dijkstra,graphs,graph_traversal,hash_set,implementation,string"
6578,Euro Cup 2000,True,0,0,0,
6579,Friends,True,14,12,1,"data_structures,parsing,stack,string"
6580,쿼드 트리,True,42,8,3,"divide_and_conquer,parsing,recursion,string"
6581,HTML,True,237,10,4,"parsing,string"
6582,Artificial Intelligence?,True,15,8,1,"implementation,parsing,string"
6583,Balancing Bank Accounts,True,1,0,1,
6584,The Settlers of Catan,True,7,11,1,"backtracking,data_structures,dfs,graphs,graph_traversal,hash_set"
6585,Team Queue,True,8,8,3,"data_structures,implementation,queue"
6586,Error Correction,True,14,13,1,
6587,France '98,True,10,12,1,"bruteforcing,implementation,math,probability,simulation"
6588,골드바흐의 추측,True,10604,10,3,"math,number_theory,primality_test,sieve"
6589,Heavy Cargo,True,13,11,1,"data_structures,dijkstra,graphs,hash_set,string"
6590,덧셈 체인,True,32,13,1,"backtracking,bruteforcing"
6591,이항 쇼다운,True,1310,8,3,"combinatorics,math"
6592,Compromise,True,7,13,3,dp
6593,상범 빌딩,True,3966,11,2,"bfs,graphs,graph_traversal"
6594,방정식 풀이,True,20,14,3,"ad_hoc,math,parsing,string"
6595,프로거,True,10,14,3,"floyd_warshall,graphs"
6596,Globetrotter,True,3,0,1,
6597,트리 복구,True,236,12,1,"divide_and_conquer,graphs,graph_traversal,recursion,trees"
6598,Arbitrage,True,21,14,2,"floyd_warshall,graphs"
6599,The Tower of Babylon,True,28,10,1,"bruteforcing,dp,graphs,sorting,topological_sorting"
6600,원의 둘레,True,162,8,1,"geometry,math"
6601,Knight Moves,True,60,10,1,"bfs,graphs,graph_traversal"
6602,Eeny Meeny Moo,True,6,10,1,"data_structures,queue"
6603,로또,True,17033,9,1,"backtracking,combinatorics,math,recursion"
6604,Matrix Chain Multiplication,True,69,8,1,"data_structures,stack"
6605,Humble Numbers,True,35,13,3,"data_structures,priority_queue"
6606,Charlie the Cockchafer,True,2,0,1,
6607,Gregory the Grasshopper,True,7,0,4,
6608,Lisa the Ladybug,True,1,0,2,
6609,모기곱셈,True,280,4,2,"arithmetic,implementation,math,simulation"
6610,Rhinoceros Beetle,True,1,0,1,
6611,Simon the Spider,True,5,0,1,
6612,개미의 이동,True,54,14,1,"ad_hoc,sorting"
6613,버그잡는 꿍,True,25,19,4,"kmp,string"
6614,Analog Clock Display,True,14,17,3,"geometry,implementation"
6615,콜라츠 추측,True,57,8,3,"bruteforcing,lca,trees"
6616,문자열 암호화,True,83,8,3,"implementation,string"
6617,Mine the Gradient,True,0,0,0,
6618,Invasion,True,4,0,3,
6619,Intergalactic Mortgage,True,5,0,4,
6620,Simple Polygon,True,8,21,1,"data_structures,geometry,line_intersection,sweeping,tree_set"
6621,Ambiguous Result,True,4,0,1,
6622,Domino tiling,True,5,12,1,backtracking
6623,Arbitrage?,True,3,0,1,
6624,Bus Schedules,True,2,0,10,
6625,Bus Clock Display,True,0,0,0,
6626,Measuring Problem Difficulty,True,4,21,1,"data_structures,divide_and_conquer,dp,segtree,sorting,sweeping"
6627,The Easiest Problem is This One,True,56,5,1,"bruteforcing,implementation,math"
6628,Prohibición de fumar,True,0,0,0,
6629,Pyramid Guards,True,0,0,0,
6630,Hack around the Lock,True,0,0,0,
6631,God Save the i-th Queen,True,2,0,2,
6632,Arable Area,True,4,15,5,"convex_hull,geometry"
6633,Clock Captcha,True,4,0,1,
6634,Digital Display,True,35,7,2,"implementation,precomputation"
6635,Intriguing Identifiers,True,11,8,1,"case_work,implementation,parsing,string"
6636,Letter Lies,True,3,0,1,
6637,Odd Opportunities,True,0,0,0,
6638,Peculiar Primes,True,5,0,1,
6639,Robotic Rails,True,2,0,1,
6640,Suspicious Stocks,True,10,7,1,"dp,greedy"
6641,Alea iacta est,True,0,0,0,
6642,On-Line Banking,True,22,5,3,"implementation,simulation"
6643,International Collegiate Programming Contest,True,0,0,0,
6644,Careful Declaration,True,2,16,4,"dp,sorting,string"
6645,Stock Exchange,True,17,5,1,"implementation,string"
6646,Wooden Fence,True,1,0,2,
6647,Safe Gambling,True,9,20,1,"data_structures,greedy,prefix_sum,segtree"
6648,Government Help,True,3,0,1,
6649,Tree Insertions,True,1,0,1,
6650,Catch the Bus!,True,0,0,0,
6651,Calendar of Events,True,4,9,1,"constructive,implementation"
6652,Roman Expressions,True,4,14,3,"implementation,parsing,string"
6653,Geometric Shapes,True,1,0,3,
6654,Corporate Identity,True,3,16,1,"hashing,string,suffix_array"
6655,"Money Money Money, Must Be Funny",True,0,0,0,
6656,Railway Transportation,True,0,0,0,
6657,Soccer Tournament,True,0,0,0,
6658,Hypertheseus,True,2,0,1,
6659,All Friends,True,0,0,0,
6660,Board Game,True,0,0,0,
6661,Crane,True,5,0,2,
6662,Divisors,True,34,8,2,"math,number_theory,primality_test,sieve"
6663,Emag eht htiw Em Pleh,True,2,0,1,
6664,Failing Roads,True,4,0,1,
6665,Go Endgame,True,0,0,0,
6666,Help Me with the Game,True,9,8,1,"implementation,parsing,sorting,string"
6667,IVXLCDM,True,0,0,0,
6668,Agents,True,0,0,0,
6669,Boatherds,True,0,0,0,
6670,C Looooops,True,4,16,2,"extended_euclidean,math,number_theory"
6671,Death to Binary?,True,2,0,4,
6672,Electricity,True,72,17,2,"articulation,biconnected_component,graphs"
6673,Firepersons,True,1,0,1,
6674,God of the Vile Baskers,True,0,0,0,
6675,Herbalists,True,0,0,0,
6676,Inglish-Number Translator,True,14,9,5,"implementation,parsing,string"
6677,Japan Plotter Driver,True,16,14,2,implementation
6678,Bridge Hands,True,6,0,2,
6679,싱기한 네자리 숫자,True,2308,4,1,"arithmetic,bruteforcing,implementation,math"
6680,Building a New Depot,True,4,11,1,
6681,Truck History,True,2,0,1,
6682,Base Numbers,True,1,0,2,
6683,Paper Cutting,True,1,0,1,
6684,Hexagonal Routes,True,1,0,10,
6685,Storehouse,True,0,0,0,
6686,Traffic Jam,True,0,0,0,
6687,Sea Battle,True,2,0,1,
6688,The Die Is Cast,True,4,13,2,"bfs,dfs,graphs,graph_traversal,implementation"
6689,Defragmentation,True,1,0,2,
6690,Formatting Text,True,0,0,0,
6691,Hole Cutter,True,0,0,0,
6692,Interesting Maze Game,True,4,19,4,"bruteforcing,graphs,graph_traversal,implementation,parsing,string"
6693,Complicated Route,True,0,0,0,
6694,The Perfect Symmetry,True,3,8,1,"data_structures,geometry,hash_set,tree_set"
6695,Mysterious Villa,True,1,0,1,
6696,Too Much Water,True,90,4,1,"geometry,math,pythagoras"
6697,Pizza delivery,True,3,0,1,
6698,Ball bearings,True,3,0,1,
6699,S-Nim,True,3,0,1,
6700,Sylvester construction,True,13,9,1,"divide_and_conquer,recursion"
6701,Who owns the Amiga?,True,1,0,1,
6702,Lazy Evaluation,True,0,0,0,
6703,Easter holidays,True,0,0,0,
6704,Tourist,True,14,16,1,dp
6705,Hardware,True,1,0,1,
6706,Budget,True,2,0,2,
6707,Frogger,True,0,0,0,
6708,Gallup,True,0,0,0,
6709,Jackpot,True,15,6,2,"euclidean,math,number_theory"
6710,Spiderman’s workout,True,0,0,0,
6711,Subway planning,True,1,0,1,
6712,Exploding CPU,True,1,0,1,
6713,The Mailbox Manufacturers Problem,True,7,12,1,dp
6714,Parallel computer simulator,True,4,10,1,"implementation,simulation"
6715,Moving Pianos,True,0,0,0,
6716,Collecting Beepers,True,25,9,1,bruteforcing
6717,Quantum,True,0,0,0,
6718,Goldbach’s conjecture,True,102,10,1,"bruteforcing,math,number_theory,primality_test,sieve"
6719,Downpayment,True,0,0,0,
6720,Simplified λ-evaluations,True,0,0,0,
6721,Backward numbers,True,88,4,1,"arithmetic,implementation,math,string"
6722,Christmas presents,True,1,0,2,
6723,Tournament ranking,True,1,0,1,
6724,Directed mazes,True,1,14,5,"bfs,graphs,graph_traversal,implementation"
6725,Connecting islands,True,3,17,2,"bruteforcing,geometry,graphs,line_intersection,mst"
6726,A language for constants,True,5,10,1,"bfs,graphs,graph_traversal"
6727,Bridge placements,True,0,0,0,
6728,Request for permission,True,0,0,0,
6729,Traffic planning,True,0,0,0,
6730,A model railroad,True,0,0,0,
6731,Comment removal,True,0,0,0,
6732,R.Ø.L.P.,True,1,0,11,
6733,A fair jury,True,0,0,0,
6734,Radio direction finder,True,4,16,2,"gaussian_elimination,geometry,linear_algebra,math"
6735,Returning books,True,0,0,0,
6736,The Idiot of the Year Contest!,True,31,4,1,"arbitrary_precision,arithmetic,implementation,math,string"
6737,Parsing Real Numbers,True,3,0,2,
6738,Co-workers from Hell,True,0,0,0,
6739,Connected Gheeves,True,0,0,0,
6740,Rotating Scoreboard,True,0,0,0,
6741,ACM Underground,True,0,0,0,
6742,Expression Evaluator,True,3,10,2,implementation
6743,Rectangle Cutting,True,2,0,1,
6744,Parallelogram Counting,True,7,17,5,"combinatorics,data_structures,geometry,hash_set,math"
6745,Software Company,True,1,0,3,
6746,The Happy Worm,True,3,0,1,
6747,Median Weight Bead,True,5,13,1,"bfs,dfs,graphs,graph_traversal"
6748,Odd Loving Bakers,True,4,0,5,
6749,Next in line,True,4646,2,1,"implementation,math"
6750,Rotating letters,True,91,4,1,"implementation,string"
6751,From 1987 to 2013,True,89,4,1,"bruteforcing,implementation"
6752,Time on task,True,48,6,1,"greedy,sorting"
6753,Chances of winning,True,12,8,1,"bruteforcing,dfs,graphs,graph_traversal,implementation,recursion"
6754,Bridge transport,True,27,7,2,"data_structures,implementation,queue,sliding_window"
6755,Who is taller?,True,16,10,2,"bfs,dfs,graphs,graph_traversal"
6756,Factor Solitaire,True,7,12,1,"greedy,math,number_theory"
6757,팰린드롬 진법,True,67,16,4,math
6758,Tourney,True,2,0,1,
6759,LHC,True,1,0,1,
6760,A Romantic Movie Outing,True,1,0,1,
6761,Transforming Comets,True,0,0,0,
6762,Repetitivity,True,3,22,1,"dp,math"
6763,Speed fines are not fine!,True,1247,2,1,implementation
6764,Sounds fishy!,True,1146,2,2,implementation
6765,Icon Scaling,True,51,5,1,"implementation,string"
6766,Big Bang Secrets,True,54,4,1,"implementation,string"
6767,A Coin Game,True,6,11,1,"bfs,graphs,graph_traversal,implementation"
6768,Don’t pass me the ball!,True,615,3,1,"combinatorics,math"
6769,Aromatic Numbers,True,34,4,1,"arithmetic,implementation,math,string"
6770,Absolutely Acidic,True,17,7,1,"implementation,sorting"
6771,Mouse Journey,True,12,11,1,dp
6772,Choose Your Own Arithmetic,True,8,9,2,"backtracking,bfs,dfs,dp,graphs,graph_traversal"
6773,The Hungary Games,True,5,15,2,"dijkstra,graphs"
6774,Mhocskian Languages,True,1,0,1,
6775,Editor Distance,True,1,0,1,
6776,Sample Size,True,1,0,1,
6777,The Winds Of War,True,1,0,1,
6778,Which Alien?,True,1622,2,1,implementation
6779,Who Has Seen The Wind,True,145,3,1,"arithmetic,bruteforcing,implementation,math"
6780,Sumac Sequences,True,171,3,1,"arithmetic,implementation,math"
6781,Boring Business,True,4,7,1,implementation
6782,Unfriend,True,6,9,2,bruteforcing
6783,English or French?,True,62,4,1,"implementation,string"
6784,Multiple Choice,True,89,3,1,implementation
6785,Alice Through the Looking Glass,True,19,8,1,"divide_and_conquer,recursion"
6786,Blood Distribution,True,4,16,1,greedy
6787,Switch,True,4,13,1,"bfs,bitmask,bruteforcing,dp,graphs,graph_traversal"
6788,Putnam,True,2,0,1,
6789,Vampire Tunnels,True,2,0,1,
6790,Spies Like Us,True,4,0,1,
6791,Reorganization,True,2,0,1,
6792,Fixing Disks,True,0,0,0,
6793,Biggest (Zero Carbon) Footprint,True,2,0,1,
6794,"What is n, Daddy?",True,256,3,1,"math,precomputation"
6795,Up and Down,True,52,4,1,"implementation,simulation"
6796,Punchy,True,42,5,1,"implementation,simulation"
6797,Global Warming,True,16,8,3,bruteforcing
6798,Knight Hop,True,44,8,1,"bfs,graphs,graph_traversal"
6799,Computer Purchase,True,40,5,2,"implementation,sorting,string"
6800,Huffman Encoding,True,33,8,1,"greedy,implementation,string,trees"
6801,Firehose,True,6,15,1,binary_search
6802,Animal Farm,True,3,15,1,"graphs,implementation,mst"
6803,Nutrient Tree,True,2,0,5,
6804,Barking Dogs!,True,1,0,1,
6805,Tree Pruning,True,1,0,1,
6806,Wowow,True,5,17,1,"data_structures,segtree"
6807,Computer Purchase Return,True,2,0,1,
6808,Space Miner,True,7,12,2,"geometry,geometry_3d,linear_algebra,math"
6809,Shuffle,True,10,7,1,"exponentiation_by_squaring,implementation,math,string"
6810,ISBN,True,1000,2,1,"arithmetic,implementation,math"
6811,Old Fishin’ Hole,True,60,4,1,"arithmetic,bruteforcing,math"
6812,Good times,True,112,3,2,"arithmetic,implementation,math"
6813,Signage,True,8,8,1,"greedy,implementation,math,string"
6814,Degrees of Separation,True,4,11,2,"bfs,graphs,graph_traversal,implementation"
6820,Dinner,True,2,0,1,
6850,Cows,True,387,16,2,"convex_hull,geometry,polygon_area"
6851,Snowflakes,True,18,8,2,"data_structures,hash_set,implementation,sorting,tree_set"
6852,Bowling for Numbers++,True,3,0,1,
6881,Number Matrix,True,23,11,2,"bfs,bruteforcing,dfs,graphs,graph_traversal"
6882,The Great Spamway Strike,True,4,12,2,"dijkstra,graphs"
6884,소수 부분 수열,True,116,9,4,"bruteforcing,math,number_theory,primality_test,sieve"
6885,Segments,True,10,13,1,dp
6965,Censor,True,88,4,1,"implementation,string"
6970,Sentences,True,46,5,2,"implementation,string"
6971,Nasty Numbers,True,35,6,1,"bruteforcing,math,number_theory"
6972,Double Knockout Competition,True,5,8,4,"implementation,simulation"
6973,Dynamic Dictionary Coding,True,25,7,3,"data_structures,hash_set,string"
6974,Long Division,True,183,3,1,"arbitrary_precision,arithmetic,math"
6975,"Deficient, Perfect, and Abundant",True,203,3,2,"arithmetic,bruteforcing,implementation,math,number_theory"
6976,Divisibility by 11,True,87,4,4,"arbitrary_precision,arithmetic,implementation,math"
6977,Pattern Generator,True,27,7,1,"backtracking,bruteforcing"
6978,When in Rome...,True,10,9,2,"arithmetic,implementation,math,parsing,string"
6979,Maximum Distance,True,28,4,1,"bruteforcing,implementation"
6980,Train Swapping,True,20,5,1,"implementation,sorting"
6981,Safebreaker,True,0,0,0,
6982,Quadtrees,True,5,10,1,divide_and_conquer
6983,Where's Waldorf?,True,12,8,3,"bruteforcing,implementation,string"
6984,All Roads Lead Where?,True,8,10,1,"bfs,graphs,graph_traversal,trees"
6985,Hoppers,True,5,13,1,"bfs,graphs,graph_traversal"
6986,절사평균,True,947,8,4,"implementation,math,sorting"
6987,월드컵,True,1597,11,3,"backtracking,bruteforcing"
6988,타일 밟기,True,339,15,4,"binary_search,dp"
6989,채점,True,175,19,4,"bitmask,dp"
6990,달팽이,True,31,21,11,"geometry,implementation,line_intersection,sorting"
6991,계통 트리,True,29,19,2,"graphs,hashing"
6992,Arithmetic Sequence,True,39,4,1,"implementation,math"
6993,Shift Letters,True,56,4,1,"implementation,string"
6994,Hobbiton Farms,True,4,14,2,geometry
6995,Hand Detection,True,25,4,1,"bruteforcing,implementation"
6996,애너그램,True,2297,5,1,"implementation,sorting,string"
6997,Guessing Game I,True,36,5,1,"implementation,string"
6998,Tree Isomorphism,True,5,12,1,"graphs,graph_traversal,sorting,trees,tree_isomorphism"
6999,Guessing Game II,True,0,0,0,
7000,Ent Numbers,True,1,0,1,
7001,King Thrór’s Gold Problem,True,1,0,1,
7002,Maximum Damage,True,1,0,1,
7003,Checker Board,True,1,18,1,"game_theory,sprague_grundy"
7004,Poly-polygonal Numbers,True,4,13,1,"data_structures,math,priority_queue"
7005,Stacking Cubes,True,6,10,5,implementation
7006,"To bet, or not to bet",True,1,0,1,
7007,BSP Trees,True,2,0,1,
7008,Double Trouble,True,4,9,1,"bruteforcing,implementation,string"
7009,Relief Supplies,True,3,0,2,
7010,Snowball Fight,True,0,0,0,
7011,Weather Forecasting,True,1,0,1,
7012,Building Snowmen,True,1,0,1,
7013,Walking on Thin Ice,True,0,0,0,
7014,Snow Cones,True,2,9,1,string
7015,Millennium,True,108,4,1,"implementation,simulation"
7016,Recurring Decimals,True,28,8,1,"implementation,math,simulation,sorting"
7017,Biased Dice,True,6,13,1,"implementation,simulation"
7018,Railway Connection,True,7,0,4,
7019,Chain-Confined Path,True,6,22,2,"dp,geometry,implementation"
7020,Generic Poker,True,2,0,1,
7021,Patisserie ACM,True,2,0,1,
7024,Letter Game,True,1,0,1,
7025,Packing Rectangles,True,0,0,0,
7026,Shopping Offers,True,1,0,1,
7030,Little Shop of Flowers,True,5,11,1,dp
7031,Hidden Codes,True,0,0,0,
7033,Flatten,True,0,0,0,
7034,A Strip of Land,True,0,0,0,
7035,Recycling proteins,True,1,0,4,
7036,Grazing on the Run,True,20,18,1,dp
7038,Cow Patterns,True,17,19,3,"kmp,string"
7039,Barn Expansion,True,8,0,1,
7040,밥 먹기,True,54,20,2,"bellman_ford,graphs,greedy"
7041,Dividing the Path,True,18,17,2,"data_structures,deque,dp,greedy,sliding_window"
7042,Cow Ski Area,True,24,17,2,"graphs,graph_traversal,scc"
7043,Cleaning Shifts,True,57,10,2,"greedy,sorting"
7044,Bad Cowtractors,True,115,12,2,"graphs,mst"
7045,Tree Cutting,True,58,13,1,"centroid,dfs,dp,dp_tree,graphs,graph_traversal,trees"
7046,Journey,True,4,11,1,"dfs,graphs,graph_traversal,trees"
7047,Clouds,True,0,0,0,
7048,Sweets,True,2,16,1,"combinatorics,math"
7049,Trips,True,2,0,1,
7050,Football league,True,0,0,0,
7051,Puzzle,True,1,20,5,constructive
7052,Two sawmills,True,8,16,1,"cht,dp"
7053,시프트 레지스터,True,10,18,3,"gaussian_elimination,linear_algebra,math"
7054,Trip,True,3,0,1,
7055,"Bugs Integrated, Inc.",True,2,0,1,
7056,A decorative fence,True,12,0,2,
7057,A highway and the seven dwarfs,True,17,21,5,"binary_search,convex_hull,geometry,rotating_calipers"
7058,Royal guards,True,20,18,3,bipartite_matching
7060,Printed Circuit,True,1,0,2,
7064,Air Raid,True,12,19,1,"bipartite_matching,graphs"
7068,Diamonds,True,0,0,0,
7070,Cards,True,1,0,1,
7080,A New Beginning,True,0,0,0,
7081,Reading,True,44,19,1,"dp,exponentiation_by_squaring,math,prefix_sum"
7082,Strip,True,1,0,2,
7083,CPU,True,0,0,0,
7084,Requests,True,0,0,0,
7085,Couples,True,0,0,0,
7086,Sailing race,True,11,0,1,
7087,Tickets,True,0,0,0,
7088,Word counting,True,0,0,0,
7093,The Running Man,True,0,0,0,
7094,Task Execution,True,0,0,0,
7095,Factorials,True,47,6,2,"arbitrary_precision,math"
7096,Street Network,True,0,0,0,
7097,Cycle Detection,True,0,0,0,
7098,QuadTrees,True,0,0,0,
7106,Wonderful Fours,True,5,11,1,bruteforcing
7107,Journey of A Knight,True,18,9,1,"bfs,graphs,graph_traversal"
7108,Billiards,True,1,0,3,
7109,The Value of an Expression,True,0,0,0,
7110,The Folded Sheet,True,0,0,0,
7111,The Strange Sequence,True,4,13,1,"bruteforcing,dp,greedy,math,recursion"
7112,Cutting Out of Factorials,True,6,18,2,"bruteforcing,math,number_theory"
7113,Rectangle,True,58,6,1,"euclidean,implementation,math,number_theory,recursion"
7114,Numbers,True,12,5,3,"bruteforcing,math"
7115,Circle,True,19,8,1,"geometry,implementation,math,pythagoras"
7116,Series,True,8,14,1,"implementation,math"
7117,"Sevens, twos and zeros",True,13,16,2,"bfs,graphs,graph_traversal,math,mitm,number_theory"
7118,Ones,True,3,12,1,"bruteforcing,exponentiation_by_squaring,math,number_theory"
7119,The Magician,True,3,11,1,"ad_hoc,bfs,data_structures,graphs,graph_traversal,hash_set,tree_set"
7120,String,True,93,4,1,string
7121,Pencil Factory,True,17,7,1,"euclidean,inclusion_and_exclusion,math,number_theory"
7122,Heating Main,True,1,0,1,
7138,Robots,True,23,22,2,"bfs,data_structures,dijkstra,dp,graphs,graph_traversal,implementation,priority_queue"
7139,Toll,True,29,27,2,"bruteforcing,data_structures,dfs,disjoint_set,graphs,graph_traversal,lca,mst,trees"
7140,데이터 만들기 1,True,121,12,2,"ad_hoc,constructive,dijkstra,floyd_warshall,graphs"
7141,데이터 만들기 2,True,63,17,3,"ad_hoc,bellman_ford,constructive,floyd_warshall,graphs"
7142,데이터 만들기 3,True,86,12,1,"ad_hoc,bellman_ford,constructive,floyd_warshall,graphs"
7143,데이터 만들기 4,True,43,20,1,"ad_hoc,constructive,dijkstra,floyd_warshall,graphs"
7144,데이터 만들기 5,True,51,17,2,"ad_hoc,bellman_ford,constructive,dijkstra,graphs"
7145,데이터 만들기 6,True,39,20,1,"ad_hoc,bellman_ford,constructive,dijkstra,graphs"
7146,데이터 만들기 7,True,42,13,2,"backtracking,constructive,graphs"
7147,데이터 만들기 8,True,42,16,1,"constructive,graphs"
7148,Winter Roads,True,11,19,3,"bruteforcing,graphs,mst,offline_queries"
7149,Can of Worms,True,20,23,3,"data_structures,dfs,graphs,graph_traversal,scc,segtree"
7150,Automatic Trading,True,6,0,3,
7151,3D Printer,True,5,20,1,"geometry,geometry_3d"
7152,Flooding Fields,True,1,0,2,
7153,Goat Ropes,True,12,22,2,"duality,flow,linear_programming,mcmf"
7154,Job Postings,True,155,18,3,"flow,mcmf"
7155,Overlapping Maps,True,7,13,1,math
7156,Unreal Estate,True,5,0,5,
7157,조건문,True,1,0,1,
7158,유니폼 서브트리,True,2,0,6,
7159,Pack,True,4,8,1,"implementation,simulation"
7160,Puzzle of numbers,True,0,0,0,
7161,Swimming pool,True,9,16,1,"data_structures,dijkstra,graphs,graph_traversal,priority_queue"
7162,House construction,True,0,0,0,
7286,Ancient Keyboard,True,123,4,1,implementation
7287,등록,True,43052,1,1,implementation
7288,Changing Phone Numbers,True,2,16,1,"data_structures,offline_queries"
7289,Entertainment,True,1,0,10,
7290,Fortune at El Dorado,True,1,0,7,
7291,Griddy Hobby,True,0,0,0,
7292,Scrabble Scoring,True,6,8,1,"implementation,string"
7293,Intercepting Missiles,True,2,18,7,"bipartite_matching,flow,geometry"
7294,Joy of Mobile Routing,True,0,0,0,
7295,IOI Photos,True,1,0,4,
7296,Vice City,True,0,0,0,
7297,Fixing Codes,True,0,0,0,
7298,Wiping Words,True,0,0,0,
7299,Food Cubes,True,8,11,3,"bfs,dfs,graphs,graph_traversal"
7300,Points,True,1,0,7,
7301,ACM-Telecom,True,0,0,0,
7302,Prince of Persia,True,0,0,0,
7303,House Numbers,True,0,0,0,
7304,Rotten Ropes,True,9,7,1,"greedy,sorting"
7305,Optimal Keypad,True,0,0,0,
7306,"Hey, Pay Day!",True,0,0,0,
7307,Unfoldung,True,0,0,0,
7308,A DP Problem,True,20,12,3,"math,parsing,string"
7309,Map Labeler,True,0,0,0,
7310,Balanced Chemical Equations,True,0,0,0,
